,hmid,Root_Object_Phrase,Pronoun,wid,reflection_period,predicted_category,age,country,gender,marital,parenthood
48669,109115,got - partner,I,309,3m,affection,24,USA,m,single,n
48670,109118,got - email,I,2438,3m,achievement,53.0,USA,f,married,y
48671,109119,sent - picture,,1081,3m,affection,29,USA,m,single,n
48672,109121,having - issues,,9508,3m,affection,25,USA,m,single,n
48673,109123,learned - song,I,781,3m,achievement,22.0,USA,m,single,n
48674,109124,had - evening,I,88,3m,bonding,46,USA,f,married,y
48675,109124,had - potluck,I,88,3m,bonding,46,USA,f,married,y
48676,109126,Winning - game,,12516,3m,leisure,36,USA,f,divorced,y
48677,109127,presented - phone,,163,3m,affection,30.0,IND,m,single,n
48678,109128,received - position,I,7427,3m,achievement,28,USA,f,single,n
48679,109129,Ate - buffet,,794,3m,leisure,37,USA,m,single,n
48680,109130,celebrated - party,I,1168,3m,bonding,30,USA,m,single,n
48681,109131,had - workout,I,317,3m,exercise,prefer not to say,USA,m,single,n
48682,109132,scored - tickets,I,11492,3m,achievement,38,USA,f,married,y
48683,109135,took - pictures,I,2708,3m,enjoy_the_moment,25.0,USA,m,single,n
48684,109137,Had - cup,,459,3m,enjoy_the_moment,33.0,USA,m,single,n
48685,109146,baked - cookies,,487,3m,affection,27,USA,o,single,n
48686,109147,used - potty,,2583,3m,affection,28.0,USA,m,married,y
48687,109148,started - garden,I,650,3m,achievement,30,USA,f,married,n
48688,109149,Spent - afternoon,,186,3m,bonding,44,USA,m,single,y
48689,109150,received - award,I,11247,3m,achievement,27,USA,m,married,y
48690,109151,Created - film,,9926,3m,achievement,21,USA,f,single,n
48691,109152,had - victories,,601,3m,enjoy_the_moment,32,USA,m,divorced,y
48692,109153,had - picnic,I,1117,3m,affection,30,USA,f,married,y
48693,109154,bought - phone,I,7385,3m,achievement,26,USA,m,married,n
48694,109157,showed - face,,11053,3m,affection,35,USA,m,married,y
48695,109160,made - dishes,,148,3m,affection,40,USA,f,married,y
48696,109162,made - joke,,2176,3m,achievement,21.0,USA,m,single,n
48697,109165,Having - drink,,98,3m,enjoy_the_moment,34.0,USA,m,married,y
48698,109167,Meet - woman,,105,3m,affection,34,USA,m,divorced,y
48699,109169,discovered - trail,I,2819,3m,affection,57,USA,m,single,n
48700,109169,took - mother,I,2819,3m,affection,57,USA,m,single,n
48701,109172,presented - phone,,438,3m,affection,32.0,IND,m,married,n
48702,109173,watched - finale,I,258,3m,leisure,36,USA,m,single,n
48703,109175,saw - dog,I,18,3m,leisure,30,USA,m,single,n
48704,109177,given - award,I,1276,3m,achievement,32.0,USA,m,single,n
48705,109179,stopped - veggies,I,3259,3m,enjoy_the_moment,28,USA,m,married,n
48706,109182,received - qualification,I,141,3m,achievement,35.0,USA,m,single,n
48707,109183,won - game,I,229,3m,leisure,35,USA,f,single,n
48708,109184,Completing - project,,8300,3m,achievement,53,USA,f,divorced,y
48709,109185,asked - me,,4360,3m,affection,22,USA,f,single,y
48710,109186,brightened - day,,6110,3m,affection,22,USA,m,single,n
48711,109188,completing - objectives,I,5759,3m,leisure,24,USA,m,married,n
48712,109189,found - coffee,,547,3m,enjoy_the_moment,28,USA,f,single,n
48713,109191,had - coffee,I,1299,3m,enjoy_the_moment,19.0,USA,m,single,n
48714,109192,played - games,I,3281,3m,bonding,19,USA,m,single,n
48715,109194,tasting - Frappuchino,,1642,3m,achievement,24,USA,m,single,n
48716,109195,received - order,I,10719,3m,achievement,24,USA,f,married,n
48717,109196,met - co,I,4769,3m,bonding,29,USA,f,married,n
48718,109196,met - -,I,4769,3m,bonding,29,USA,f,married,n
48719,109196,met - worker,I,4769,3m,bonding,29,USA,f,married,n
48720,109196,had - conversation,I,4769,3m,bonding,29,USA,f,married,n
48721,109198,took - step,,1876,3m,affection,30,USA,f,married,y
48722,109200,swung - son,,6019,3m,affection,32,USA,f,married,y
48723,109201,got - bunch,,743,3m,achievement,30.0,USA,m,married,y
48724,109203,had - food,I,199,3m,bonding,31,USA,f,single,n
48725,109204,repaired - wallet,I,123,3m,enjoy_the_moment,29,USA,m,single,n
48726,109205,gave - laptop,I,11995,3m,bonding,33,USA,f,single,n
48727,109206,saw - me,,174,3m,affection,31,USA,m,married,y
48728,109207,made - roll,,241,3m,achievement,24,USA,f,single,y
48729,109208,Eating - sushi,,744,3m,leisure,29,USA,m,married,y
48730,109209,paid - bills,,2144,3m,achievement,33,USA,f,married,y
48731,109210,completed - project,I,7277,3m,achievement,36,USA,m,married,y
48732,109211,Started - job,,1107,3m,achievement,22,USA,m,single,n
48733,109212,purchased - soda,I,8920,3m,achievement,28,USA,m,divorced,n
48734,109213,spending - time,I,1014,3m,affection,23,USA,m,single,n
48735,109213,called - her,I,1014,3m,affection,23,USA,m,single,n
48736,109214,made - batch,I,1691,3m,achievement,22,USA,m,single,n
48737,109216,missed - her,,1114,3m,affection,33.0,USA,m,married,n
48738,109218,took - trip,I,5235,3m,leisure,47,USA,f,divorced,n
48739,109220,received - bar,I,2215,3m,bonding,25.0,USA,m,single,n
48740,109223,ate - chicken,I,1251,3m,achievement,27.0,USA,m,single,n
48741,109224,gave - hugs,I,508,3m,affection,35,USA,f,married,y
48742,109225,gifted - phone,I,157,3m,affection,33,IND,m,married,n
48743,109226,planted - garden,I,1470,3m,nature,24,USA,m,single,n
48744,109227,received - maker,I,6919,3m,enjoy_the_moment,37,USA,f,separated,y
48745,109230,met - girlfriend,I,5109,3m,affection,,,,,
48746,109233,took - son,I,923,3m,affection,28.0,USA,m,single,y
48747,109237,purchased - stock,I,4025,3m,achievement,26,USA,m,single,n
48748,109238,recorded - time,I,10551,3m,achievement,30,USA,f,married,y
48749,109239,took - mom,I,13768,3m,affection,27,USA,f,single,n
48750,109241,had - time,I,770,3m,bonding,53,USA,f,divorced,y
48751,109241,enjoyed - time,I,770,3m,bonding,53,USA,f,divorced,y
48752,109243,fixed - issues,I,2071,3m,affection,22,USA,m,single,n
48753,109245,paid - chunk,I,1512,3m,achievement,24.0,USA,m,single,n
48754,109247,gives - ideas,I,149,3m,affection,45,IND,m,married,y
48755,109248,got - news,I,2519,3m,bonding,25,USA,f,single,n
48756,109250,improved - grades,I,2090,3m,affection,37.0,USA,m,single,y
48757,109252,took - me,I,3624,3m,affection,28,USA,m,single,n
48758,109252,took - weeks,I,3624,3m,affection,28,USA,m,single,n
48759,109253,took - picture,I,2648,3m,leisure,45,USA,m,divorced,y
48760,109254,Received - email,,463,3m,achievement,49.0,USA,m,married,y
48761,109255,made - dinner,,1689,3m,affection,30.0,USA,m,married,y
48762,109257,planted - garden,I,11250,3m,achievement,67,USA,f,divorced,y
48763,109258,ate - sushi,I,1933,3m,bonding,32.0,USA,f,single,n
48764,109260,found - bucks,,2593,3m,enjoy_the_moment,24,USA,m,single,n
48765,109261,completed - chapter,I,3149,3m,achievement,21.0,USA,f,single,n
48766,109262,sent - flowers,,970,3m,affection,23,USA,f,single,n
48767,109263,took - hike,I,8344,3m,nature,55,USA,f,single,y
48768,109270,found - photograph,I,4,24h,affection,32,USA,m,married,y
48769,109271,got - qualification,I,78,24h,achievement,28,USA,f,married,y
48770,109272,given - qualification,I,2568,24h,achievement,41,USA,f,married,y
48771,109273,Watching - storm,,1534,24h,nature,35,USA,m,single,n
48772,109278,asked - me,I,728,24h,affection,36,IRL,f,married,y
48773,109280,received - qualification,,1,24h,achievement,37.0,USA,m,married,y
48774,109282,bought - clothes,I,649,24h,achievement,31,USA,m,single,n
48775,109283,Got - qualification,,714,24h,achievement,29,USA,m,single,n
48776,109285,meet - friend,I,373,24h,bonding,26,USA,f,single,n
48777,109287,got - deal,I,1950,24h,achievement,31,USA,f,married,n
48778,109288,PROPOSED - LOVE,I,472,24h,affection,23.0,IND,m,single,n
48779,109291,found - jar,I,1472,24h,achievement,41.0,USA,m,single,n
48780,109298,made - cutlet,,62,24h,achievement,3,IND,m,single,n
48781,109301,received - qualification,I,2431,24h,achievement,42,USA,m,single,n
48782,109305,have - benefits,,142,24h,enjoy_the_moment,55,IND,m,married,y
48783,109306,drank - tea,I,199,24h,leisure,31,USA,f,single,n
48784,109307,passed - final,I,4891,24h,achievement,25,USA,m,single,n
48785,109308,BLESSED - THALI,,1603,24h,affection,23.0,IND,m,single,n
48786,109310,won - match,,4335,24h,achievement,28,IND,m,single,n
48787,109314,played - cricket,,50,24h,leisure,30,IND,m,single,y
48788,109321,received - card,I,36,24h,affection,37,USA,m,single,n
48789,109322,felt - sense,I,1388,24h,achievement,25,USA,m,single,n
48790,109325,ate - tacos,I,118,24h,enjoy_the_moment,34,USA,f,single,n
48791,109327,got - email,I,7,24h,achievement,34,USA,m,married,y
48792,109327,chasing - that,I,7,24h,achievement,34,USA,m,married,y
48793,109328,getting - masters,,217,24h,achievement,44,USA,f,single,y
48794,109329,started - business,,81,24h,achievement,30,IND,m,single,y
48795,109331,made - lots,I,9960,24h,achievement,30,USA,f,single,n
48796,109334,prepared - dish,,54,24h,affection,29,IND,f,married,y
48797,109335,COMING - HOME,,1173,24h,affection,20.0,IND,f,married,n
48798,109336,found - deal,I,1687,24h,achievement,23.0,USA,m,single,n
48799,109338,made - post,I,353,24h,achievement,29.0,USA,m,single,n
48800,109339,thanked - God,I,144,24h,achievement,25,IND,m,single,n
48801,109339,fulfilled - desires,I,144,24h,achievement,25,IND,m,single,n
48802,109343,buy - laptop,,2,24h,affection,29.0,IND,m,married,y
48803,109345,announced - date,,962,24h,bonding,25,NGA,f,married,y
48804,109346,joined - Cource,,965,24h,achievement,21.0,IND,f,single,n
48805,109350,received - salary,I,2815,24h,achievement,24.0,USA,f,married,y
48806,109351,ENJOYED - LOT,I,1030,24h,enjoy_the_moment,22.0,IND,m,single,n
48807,109351,ENJOYED - HAPPIEST,I,1030,24h,enjoy_the_moment,22.0,IND,m,single,n
48808,109352,ENJOYED - LOT,I,1413,24h,enjoy_the_moment,25.0,IND,m,single,n
48809,109352,ENJOYED - HAPPIEST,I,1413,24h,enjoy_the_moment,25.0,IND,m,single,n
48810,109353,found - avocados,I,103,24h,achievement,26,USA,f,single,y
48811,109354,brought - coat,,158,24h,achievement,30,IND,m,single,n
48812,109366,won - game,I,13246,24h,achievement,25,USA,m,single,n
48813,109367,was - server,,21,24h,affection,29.0,IND,m,single,y
48814,109367,know - language,,21,24h,affection,29.0,IND,m,single,y
48815,109367,forgot - moment,,21,24h,affection,29.0,IND,m,single,y
48816,109368,finished - website,I,516,24h,achievement,29,USA,m,single,y
48817,109369,gave - card,,229,24h,bonding,35,USA,f,single,n
48818,109371,had - talk,I,231,24h,affection,39.0,USA,f,single,y
48819,109372,had - sound,I,89,24h,enjoy_the_moment,36,USA,f,single,n
48820,109373,had - episodes,,470,24h,enjoy_the_moment,33.0,USA,f,married,y
48821,109374,attended - church,I,8748,24h,achievement,28,USA,m,single,n
48822,109375,brought - hummus,,603,24h,affection,34.0,USA,m,married,y
48823,109378,caught - me,,6016,24h,affection,25,IND,m,single,n
48824,109378,caught - cigarette,,6016,24h,affection,25,IND,m,single,n
48825,109379,arranged - bills,I,800,24h,achievement,34,USA,m,single,n
48826,109380,took - dinner,,71,24h,bonding,26.0,IND,m,single,y
48827,109381,made - progres,I,72,24h,achievement,25,BGR,m,single,y
48828,109385,gone - school,I,5959,24h,affection,35,IND,m,married,y
48829,109389,FORGET - DAY,I,1373,24h,affection,24.0,IND,f,single,n
48830,109390,received - call,I,957,24h,bonding,32.0,USA,m,single,y
48831,109391,wanted - change,I,356,24h,achievement,25.0,IND,m,single,n
48832,109391,Got - it,I,356,24h,achievement,25.0,IND,m,single,n
48833,109392,brought - plant,I,102,24h,achievement,27,IND,f,married,y
48834,109393,made - progress,I,421,24h,achievement,48,USA,m,married,n
48835,109394,Getting - Masters,,1084,24h,achievement,39,USA,m,married,y
48836,109397,texted - me,I,2775,24h,bonding,33.0,USA,m,single,n
48837,109400,watched - episode,I,1146,24h,leisure,24.0,USA,m,single,n
48838,109401,finished - work,I,345,24h,achievement,41,USA,m,married,y
48839,109402,gave - visit,,341,24h,bonding,29,IND,f,married,y
48840,109403,ATTENDED - FRIEND,I,1977,24h,bonding,26,IND,m,married,y
48841,109404,won - Call,I,124,24h,achievement,28,USA,m,single,n
48842,109405,Watching - movie,,35,24h,leisure,26,IND,m,single,n
48843,109406,made - trade,I,8,24h,achievement,29,VNM,m,single,n
48844,109408,see - them,I,213,24h,bonding,30,USA,f,married,y
48845,109409,ATTENDED - FRIEND,I,3152,24h,bonding,27,IND,m,married,y
48846,109410,ate - cream,I,663,24h,enjoy_the_moment,32,USA,m,married,y
48847,109413,bought - bicycle,,613,24h,affection,32,IND,f,married,y
48848,109415,got - masters,,556,24h,achievement,38,USA,f,single,n
48849,109424,made - sandwich,I,4442,24h,enjoy_the_moment,30,USA,m,separated,n
48850,109426,took - nap,,1756,24h,affection,30,USA,f,married,y
48851,109427,bought - shirt,I,901,24h,achievement,30,IND,m,married,n
48852,109428,had - coffee,I,223,24h,enjoy_the_moment,28,IND,m,married,y
48853,109431,got - license,,153,24h,affection,55,USA,f,married,y
48854,109432,met - person,I,2841,24h,achievement,25,USA,f,single,n
48855,109433,got - call,I,3892,24h,bonding,25,USA,m,single,n
48856,109435,had - pasta,I,435,24h,enjoy_the_moment,27,IND,m,single,n
48857,109440,decluttered - area,I,82,24h,achievement,53,USA,f,single,n
48858,109442,missing - train,I,954,24h,enjoy_the_moment,30.0,IND,m,married,n
48859,109444,had - conversation,I,31,24h,bonding,31,USA,f,married,n
48860,109445,had - dinner,I,209,24h,bonding,28.0,USA,m,single,n
48861,109446,made - dinner,I,1137,24h,affection,41.0,USA,f,married,y
48862,109448,MET - GRANDMOTHER,I,3294,24h,affection,23,IND,f,single,n
48863,109449,hit - milestone,I,5071,24h,achievement,48.0,USA,f,single,y
48864,109450,Saw - girlfriend,,1517,24h,affection,22,USA,m,single,n
48865,109452,believe - percent,I,1509,24h,enjoy_the_moment,27,IND,m,single,n
48866,109454,Had - date,,994,24h,affection,22.0,IND,m,single,n
48867,109455,got - incentives,,1947,24h,achievement,24,IND,m,single,n
48868,109456,MET - PARENTS,I,2260,24h,affection,22,IND,f,single,n
48869,109456,ENJOYED - MOMENT,I,2260,24h,affection,22,IND,f,single,n
48870,109463,spent - time,I,317,24h,affection,prefer not to say,USA,m,single,n
48871,109464,attended - graduation,I,37,24h,affection,23,USA,m,single,n
48872,109467,saw - friend,I,1691,24h,bonding,22,USA,m,single,n
48873,109469,had - intercourse,I,413,24h,affection,29,USA,m,married,y
48874,109470,gave - surprise,,26,24h,affection,31.0,IND,f,married,y
48875,109471,experienced - it,I,1235,24h,enjoy_the_moment,21.0,IND,m,single,n
48876,109473,BE - YEARS,I,4761,24h,affection,23,IND,f,single,n
48877,109473,ENJOYED - MOMENT,I,4761,24h,affection,23,IND,f,single,n
48878,109476,saw - all,I,961,24h,affection,35,USA,m,married,y
48879,109477,finished - renovation,I,1626,24h,achievement,35,USA,m,married,y
48880,109479,buy - car,I,489,24h,achievement,39,IND,m,married,y
48881,109482,ate - dinner,I,34,24h,bonding,23,USA,m,single,n
48882,109483,helped - me,,531,24h,bonding,29,USA,m,married,n
48883,109484,Got - offer,I,1568,24h,achievement,29,USA,f,married,n
48884,109485,told - wife,,7614,24h,affection,33,USA,m,married,y
48885,109486,doing - sorts,I,586,24h,affection,28,IND,f,single,y
48886,109487,BOUGHT - LOT,I,535,24h,bonding,22.0,IND,f,single,n
48887,109487,PLAY - LOT,I,535,24h,bonding,22.0,IND,f,single,n
48888,109487,ENJOYED - MOMENT,I,535,24h,bonding,22.0,IND,f,single,n
48889,109488,BOUGHT - CYCLE,I,490,24h,achievement,19.0,IND,f,single,n
48890,109489,coordinated - trip,I,18,24h,achievement,30,USA,m,single,n
48891,109490,watched - Gold,I,431,24h,leisure,29,USA,m,single,n
48892,109491,made - bread,I,1402,24h,affection,27,USA,f,married,y
48893,109492,Taking - vacation,,97,24h,enjoy_the_moment,29,USA,m,single,n
48894,109495,bought - brother,I,3940,24h,affection,24,USA,m,single,n
48895,109495,bought - present,I,3940,24h,affection,24,USA,m,single,n
48896,109497,received - review,I,3732,24h,achievement,38,USA,m,married,y
48897,109498,Purchased - Cooler,,289,24h,achievement,31,IND,m,single,n
48898,109499,CELEBRATE - DAY,,446,24h,affection,40.0,IND,m,married,y
48899,109505,bought - car,I,9517,24h,achievement,34,USA,m,married,y
48900,109508,BOUGHT - ME,,606,24h,affection,28.0,IND,m,married,y
48901,109508,BOUGHT - WATCH,,606,24h,affection,28.0,IND,m,married,y
48902,109509,completed - project,I,9720,24h,achievement,23,USA,m,single,n
48903,109510,received - promotion,I,587,24h,achievement,31,USA,f,married,y
48904,109511,took - me,,12,24h,affection,25,USA,f,single,n
48905,109512,gave - birth,,27,24h,affection,28,USA,m,married,y
48906,109515,gave - happiness,I,7196,24h,achievement,35,USA,m,married,y
48907,109520,had - noodles,I,641,24h,enjoy_the_moment,24,USA,m,single,n
48908,109524,visited - house,,1158,24h,affection,43.0,PAK,f,married,y
48909,109524,staying - house,,1158,24h,affection,43.0,PAK,f,married,y
48910,109525,Visiting - friend,,1734,24h,bonding,28.0,USA,m,single,n
48911,109527,had - dinner,I,1550,24h,affection,41,USA,m,married,y
48912,109530,brought - card,,1138,24h,affection,40,USA,f,married,y
48913,109531,met - babu,,2376,24h,bonding,24.0,IND,m,single,n
48914,109533,Ate - candy,,871,24h,enjoy_the_moment,25,USA,f,single,n
48915,109535,cooked - meal,I,1975,24h,achievement,39,USA,f,married,y
48916,109539,spent - time,I,13770,24h,affection,30,USA,f,single,n
48917,109541,watched - CarlSagan42,I,123,24h,leisure,29,USA,m,single,n
48918,109542,made - cheer,,793,24h,affection,35.0,USA,f,divorced,y
48919,109543,set - record,,83,24h,achievement,30,USA,m,single,n
48920,109544,Hitting - shot,,333,24h,achievement,27.0,USA,m,single,n
48921,109546,got - job,I,2780,24h,achievement,39,USA,m,married,y
48922,109549,cooked - dinner,,246,24h,affection,29,USA,m,divorced,n
48923,109550,give - gift,,15,24h,affection,27,USA,m,married,y
48924,109550,give - event,,15,24h,affection,27,USA,m,married,y
48925,109553,got - surprise,,1307,24h,achievement,20,USA,m,single,n
48926,109554,Celebrated - day,,900,24h,bonding,30,IND,f,married,y
48927,109556,gave - hug,I,7276,24h,affection,31,USA,f,married,y
48928,109557,gave - hug,,1514,24h,affection,28,USA,f,married,y
48929,109558,had - dessert,I,5,24h,enjoy_the_moment,29,USA,m,married,y
48930,109559,got - qualification,I,11645,24h,achievement,44,USA,m,single,n
48931,109560,Made - dinner,,745,24h,affection,28,USA,m,married,y
48932,109563,took - time,I,9728,24h,enjoy_the_moment,23,USA,m,married,y
48933,109565,attended - party,I,1315,24h,bonding,38,USA,m,married,y
48934,109566,had - breakfast,I,17,24h,enjoy_the_moment,30.0,USA,m,single,n
48935,109571,bought - house,I,176,24h,achievement,26.0,USA,f,married,y
48936,109573,picked - dog,I,248,24h,bonding,30.0,USA,m,married,n
48937,109575,checked - scale,I,122,24h,achievement,32,USA,m,single,n
48938,109577,got - word,I,336,24h,affection,38,USA,f,divorced,y
48939,109579,helped - me,,112,24h,affection,48.0,USA,f,married,y
48940,109581,held - girl,I,319,24h,affection,41,USA,m,married,y
48941,109587,picked - dandelion,I,1451,24h,affection,32.0,USA,f,married,y
48942,109589,had - daughter,I,1488,24h,affection,59.0,IND,f,married,y
48943,109589,told - me,I,1488,24h,affection,59.0,IND,f,married,y
48944,109593,finished - list,I,281,24h,achievement,25.0,USA,m,single,n
48945,109594,gives - feelings,I,10729,24h,affection,34,USA,f,divorced,n
48946,109594,lasted - hours,I,10729,24h,affection,34,USA,f,divorced,n
48947,109594,was - sex,I,10729,24h,affection,34,USA,f,divorced,n
48948,109596,sold - things,I,277,24h,achievement,31,USA,m,single,n
48949,109601,Reading - affirmations,,1066,24h,achievement,40,USA,f,married,y
48950,109605,told - me,,4006,24h,affection,32,USA,f,single,y
48951,109613,became - Master,I,1653,24h,achievement,37.0,USA,f,married,y
48952,109614,make - gesture,I,907,24h,affection,35.0,IND,m,married,y
48953,109616,WEND - CLASS,I,1744,24h,exercise,28,IND,f,single,y
48954,109617,had - Apt,,1560,24h,affection,30.0,USA,f,married,n
48955,109620,had - approve,I,198,24h,achievement,38,USA,f,divorced,y
48956,109621,playing - dress,,12108,24h,affection,37,USA,m,married,y
48957,109622,got - qualification,I,138,24h,achievement,30,IND,m,married,y
48958,109626,started - HITs,I,3168,24h,achievement,25,USA,m,single,n
48959,109631,set - meeting,I,4341,24h,achievement,34,USA,f,married,y
48960,109632,received - 100,,1591,24h,affection,35.0,USA,f,married,y
48961,109633,bought - underwear,I,1511,24h,achievement,33,IND,m,married,y
48962,109634,ate - cream,I,3598,24h,enjoy_the_moment,33,USA,f,single,n
48963,109638,DID - TODAY,I,569,24h,achievement,24.0,IND,m,married,y
48964,109639,finding - lot,I,463,24h,achievement,49.0,USA,m,married,y
48965,109643,got - Masters,I,167,24h,achievement,34,USA,m,single,n
48966,109644,Started - series,I,1834,24h,leisure,29.0,USA,m,single,n
48967,109644,like - it,I,1834,24h,leisure,29.0,USA,m,single,n
48968,109645,had - birthday,I,1926,24h,affection,23,USA,m,single,n
48969,109648,got - opportunity,I,4899,24h,affection,30.0,IND,f,married,y
48970,109649,got - sleep,I,1465,24h,achievement,45.0,USA,m,married,y
48971,109650,weighed - myself,I,30,24h,achievement,37.0,USA,m,married,y
48972,109652,made - dish,,1567,24h,affection,25.0,USA,m,married,n
48973,109653,completed - one,,61,24h,achievement,29,IND,m,single,n
48974,109654,got - song,I,1344,24h,leisure,22.0,USA,m,single,n
48975,109656,learned - tricks,I,540,24h,enjoy_the_moment,21,USA,m,single,n
48976,109657,started - training,,2201,24h,affection,34,USA,f,married,y
48977,109659,won - award,I,2150,24h,achievement,33,USA,f,single,y
48978,109660,enjoyed - walk,I,1144,24h,enjoy_the_moment,31,USA,m,single,n
48979,109661,found - desk,I,170,24h,achievement,68,USA,f,separated,y
48980,109664,spent - time,I,184,24h,nature,49,USA,f,married,y
48981,109669,were - lot,,66,24h,nature,41,USA,f,single,n
48982,109670,cleaned - gear,I,29,24h,achievement,44,USA,m,single,n
48983,109672,waxed - legs,I,1884,24h,enjoy_the_moment,35,IND,f,married,y
48984,109678,awarded - qualification,I,2094,24h,achievement,34,USA,m,single,n
48985,109680,got - kitten,I,826,24h,affection,27,USA,f,single,y
48986,109682,had - meeting,I,1153,24h,achievement,27,USA,f,married,y
48987,109682,congratulated - me,I,1153,24h,achievement,27,USA,f,married,y
48988,109684,Seeing - girlfriend,I,9039,24h,affection,27,USA,m,single,n
48989,109688,having - friend,I,12911,24h,bonding,23,USA,f,single,n
48990,109692,made - reservations,I,343,24h,achievement,38,USA,m,married,y
48991,109693,messaged - me,,80,24h,bonding,23,USA,o,single,n
48992,109694,CONDUCTED - CELEBRATION,,904,24h,achievement,25.0,IND,m,married,y
48993,109695,joined - company,I,739,24h,achievement,24.0,IND,f,single,n
48994,109697,made - love,I,3150,24h,affection,61.0,USA,m,married,y
48995,109699,seeing - gf,,1962,24h,affection,27,USA,m,single,y
48996,109700,enjoyed - games,,224,24h,bonding,31,IND,m,married,y
48997,109702,received - paperwork,I,534,24h,affection,51.0,USA,f,married,n
48998,109703,met - contact,I,230,24h,achievement,34,USA,m,single,n
48999,109704,have - day,I,2466,24h,affection,35,IND,m,married,y
49000,109705,Got - promotion,I,84,24h,achievement,32.0,USA,m,married,y
49001,109706,took - run,I,22,24h,affection,32,USA,m,single,n
49002,109707,met - girl,I,4438,24h,bonding,26,USA,m,single,n
49003,109709,had - sex,I,2498,24h,affection,34.0,USA,m,married,y
49004,109710,took - kids,I,729,24h,affection,31,USA,m,married,y
49005,109712,made - 1000,I,171,24h,achievement,31,USA,m,married,n
49006,109714,cleaned - ring,I,154,24h,achievement,32,USA,f,married,n
49007,109715,asks - question,I,4492,24h,enjoy_the_moment,22,IND,m,single,n
49008,109715,give - it,I,4492,24h,enjoy_the_moment,22,IND,m,single,n
49009,109715,give - answer,I,4492,24h,enjoy_the_moment,22,IND,m,single,n
49010,109716,had - experience,I,915,24h,affection,26,USA,f,single,n
49011,109717,met - girlfriend,I,255,24h,affection,24,USA,m,single,n
49012,109718,received - message,I,210,24h,achievement,26,USA,m,single,n
49013,109719,bought - rug,I,1183,24h,achievement,29,USA,f,married,y
49014,109720,stimulating - discussions,,483,24h,bonding,25.0,IND,f,married,y
49015,109721,made - point,I,6731,24h,achievement,30,USA,m,single,n
49016,109722,gave - birth,,971,24h,affection,34,USA,f,single,y
49017,109723,gave - understanding,,455,24h,nature,29.0,IND,m,married,y
49018,109723,grab - opportunity,,455,24h,nature,29.0,IND,m,married,y
49019,109723,met - Anitha,,455,24h,nature,29.0,IND,m,married,y
49020,109723,saw - version,,455,24h,nature,29.0,IND,m,married,y
49021,109724,ordered - pizza,,443,24h,enjoy_the_moment,31,USA,f,single,n
49022,109727,received - Master,I,359,24h,achievement,40.0,USA,f,married,y
49023,109730,received - email,I,1100,24h,achievement,51.0,USA,f,married,n
49024,109734,got - membership,,247,24h,exercise,21,USA,m,single,n
49025,109735,Having - sex,,300,24h,affection,33,USA,m,married,y
49026,109736,Buying - microwave,,2096,24h,achievement,32.0,USA,f,married,y
49027,109737,Had - day,,43,24h,affection,36,USA,m,married,y
49028,109738,had - hour,I,2093,24h,bonding,24,USA,m,married,n
49029,109739,enjoyed - it,I,4649,24h,bonding,28,IND,m,single,n
49030,109740,take - employ,,646,24h,achievement,28,EGY,m,married,y
49031,109741,ate - dinner,,2882,24h,affection,53,USA,f,married,n
49032,109743,put - presentation,I,323,24h,achievement,29,USA,m,married,n
49033,109744,Had - picnic,,3265,24h,bonding,38,CAN,f,single,n
49034,109745,GOT - PHONE,I,39,24h,achievement,36,IND,m,married,y
49035,109745,USE - MOBILE,I,39,24h,achievement,36,IND,m,married,y
49036,109746,had - surprise,,11,24h,bonding,45.0,USA,m,divorced,n
49037,109747,won - battles,I,2416,24h,achievement,26,FIN,f,single,n
49038,109749,got - qualification,I,1399,24h,achievement,27,USA,f,single,n
49039,109750,picked - color,I,884,24h,achievement,22.0,USA,f,married,n
49040,109751,finished - project,I,2892,24h,achievement,24.0,USA,f,single,n
49041,109751,knit - set,I,2892,24h,achievement,24.0,USA,f,single,n
49042,109752,finished - series,I,253,24h,achievement,32.0,USA,m,single,n
49043,109753,got - pair,I,759,24h,achievement,43.0,USA,f,married,y
49044,109754,received - sex,I,1833,24h,affection,62,USA,m,married,y
49045,109757,received - order,I,3783,24h,enjoy_the_moment,23.0,USA,m,single,n
49046,109758,had - evening,I,1506,24h,affection,35,USA,f,married,y
49047,109761,completed - design,I,1214,24h,achievement,40.0,USA,m,single,y
49048,109762,won - card,I,12164,24h,achievement,24,USA,f,single,y
49049,109766,received - mail,I,157,24h,achievement,33,IND,m,married,n
49050,109767,received - rub,I,7756,24h,bonding,46,USA,f,single,n
49051,109768,got - day,,1003,24h,achievement,26.0,USA,m,married,n
49052,109771,Cooked - ribs,,9,24h,affection,61,USA,f,married,y
49053,109772,found - house,,9605,24h,achievement,42,USA,f,married,y
49054,109774,spent - day,I,828,24h,affection,49.0,USA,m,single,n
49055,109778,Spending - camping,,903,24h,nature,29.0,USA,m,single,n
49056,109779,played - game,,13000,24h,affection,45,USA,m,married,y
49057,109780,got - A,I,190,24h,achievement,23,USA,m,single,n
49058,109781,spent - cooking,I,1209,24h,affection,23,USA,m,single,n
49059,109782,finished - work,I,2563,24h,achievement,43.0,USA,f,single,y
49060,109783,feeding - duck,I,11044,24h,achievement,30,USA,f,single,y
49061,109783,gotten - use,I,11044,24h,achievement,30,USA,f,single,y
49062,109788,pull - fundraiser,,98,24h,bonding,34.0,USA,m,married,y
